date;tratio;tdef;relawat
2019-01-01;0.99428263488167;0.000591850204537198;0.988250610426734
2019-01-02;0.997386070503158;0.000527279380885787;0.970626203661162
2019-01-03;0.999403281799232;3.90670140084509e-05;0.961677313505333
2019-01-04;0.999135063149419;5.76751817075172e-05;0.952891891548603
2019-01-05;0.999025353016132;6.92013037966455e-05;0.945312908673092
2019-01-06;0.998316921031443;0.000844365479092724;0.926937748198641
2019-01-07;0.999432567325256;0.00010573085750909;0.919379917909015
2019-01-08;1;0;0.916412760119963
2019-01-09;0.999412638926264;4.64009204518973e-05;0.909175028638472
2019-01-10;0.999307641604496;6.71257231882466e-05;0.900413588604675
2019-01-11;0.999864544522797;9.88926075486118e-06;0.894314359396849
2019-01-12;0.99956157476573;3.8395555325782e-05;0.890072480106298
2019-01-13;0.998470969643568;0.000471137034216362;0.881425138737388
2019-01-14;0.999059950389223;0.000195082830227483;0.873737981705552
2019-01-15;0.999248580508446;0.000147330119246086;0.866490652625518
2019-01-16;1;0;0.864604775818892
2019-01-17;0.999416298298885;2.55004007912521e-05;0.861873494941508
2019-01-18;1;0;0.878396272385257
2019-01-19;1;0;0.883233172665878
2019-01-20;1;0;0.886119501917758
2019-01-21;0.997595573742513;0.000250864818755733;0.882445887406043
2019-01-22;0.997782880468874;0.000297816830832465;0.877981659237172
2019-01-23;1;0;0.882295510322328
2019-01-24;1;0;0.887074894117788
2019-01-25;0.958145897334629;0.00205435098767218;0.885547519186121
2019-01-26;0.998363957028249;0.000237944055269224;0.881690575617096
2019-01-27;1;0;0.914752757410887
2019-01-28;1;0;0.91877823963173
2019-01-29;1;0;0.922592731439192
2019-01-30;1;0;0.926383434864126
2019-01-31;1;0;0.930124154666172
2019-02-01;1;0;0.93378891319028
2019-02-02;1;0;1.33942263276403
2019-02-03;1;0;1.22879723651303
2019-02-04;1;0;1.17213888912691
2019-02-05;1;0;1.13954664910155
2019-02-06;1;0;1.11774080317708
2019-02-07;1;0;1.10186857843378
2019-02-08;1;0;1.22657203163983
2019-02-09;1;1.38777878078145e-17;1.21595981350235
2019-02-10;1;0;1.16672843529504
2019-02-11;1;0;1.14237143331474
2019-02-12;1;0;1.13420647497954
2019-02-13;1;2.77555756156289e-17;1.1725264445604
2019-02-14;1;1.11022302462516e-16;1.38312390425373
2019-02-15;0.999999999999999;2.77555756156289e-16;1.46307528234677
2019-02-16;0.999964206280405;1.75931080123037e-05;1.3014052931924
2019-02-17;0.989734583191242;0.0109884507923124;1.18333008956485
2019-02-18;0.99199311054349;0.00829552197368422;1.11942062400698
2019-02-19;0.993408145158881;0.00577281728492984;1.07640400533612
2019-02-20;0.994539339962027;0.00490266275978679;1.04168539089226
2019-02-21;0.994632599371535;0.00571420677081602;1.00851541027504
2019-02-22;0.995229847253319;0.00466602479330558;0.975329665275769
2019-02-23;0.995037881850182;0.00491828182855147;0.948429191758083
2019-02-24;0.996505895466884;0.00218833116361627;0.929341687763509
2019-02-25;0.992950488696596;0.00895790570430566;0.898910004557013
2019-02-26;0.996317136209945;0.00294376611657199;0.876172390899489
2019-02-27;0.992878674839162;0.0102525268779801;0.844824250514264
2019-02-28;0.992060483892348;0.0117219054560873;0.812717418956978
2019-03-01;0.998290095234211;0.000943011140607353;0.798878430677798
2019-03-02;0.993479332618352;0.0080817116000238;0.773235517694073
2019-03-03;0.993271463435053;0.00816788673665614;0.747511200545799
2019-03-04;1;0;0.751972266210426
2019-03-05;0.991004903150733;0.01042048028592;0.726807406612777
2019-03-06;0.995154028790387;0.00405076157085171;0.708867874215729
2019-03-07;1;0;0.862691894711988
2019-03-08;0.994379303378857;0.00252469468685002;0.882944807830373
2019-03-09;0.983176362910945;0.0203326073915959;0.850462611430495
2019-03-10;0.98839811304835;0.011207434704445;0.824864382250095
2019-03-11;0.997713701203514;0.0011535181709057;0.809330583595456
2019-03-12;0.995561659284536;0.00365685258717341;0.789036281576875
2019-03-13;0.99453239804168;0.00318971664377932;0.773264599672643
2019-03-14;0.998223547827086;0.000638402360307933;0.762737930242975
2019-03-15;0.995821247667472;0.00426463655737352;0.739698118079518
2019-03-16;0.986245922485446;0.0248131345216795;0.699943746815994
2019-03-17;0.994074577587261;0.00756113608433684;0.675917395255869
2019-03-18;1;0;0.693614154593511
2019-03-19;0.992475396252985;0.00490422002939506;0.676804047855467
2019-03-20;0.990451370869117;0.0109025089394561;0.65135396899224
2019-03-21;0.985875116370358;0.0268268984104485;0.612548494125869
2019-03-22;0.987434410538228;0.0268864281489143;0.570685638762783
2019-03-23;0.989906519907741;0.0233900308016772;0.526269897075275
2019-03-24;0.993489114850744;0.0150983385006804;0.482737684798684
2019-03-25;0.999152275922693;0.00128046660733827;0.454832871810887
2019-03-26;0.999659486973527;0.000419706116652208;0.432261197091472
2019-03-27;0.997981425112604;0.00253433930078284;0.409185747572242
2019-03-28;0.997323276622818;0.00529895446928341;0.37283179332476
2019-03-29;0.996886102538374;0.00716307424077556;0.330657441550892
2019-03-30;0.998739084918797;0.00286982304649097;0.289288402986483
2019-03-31;0.999023186600413;0.00226461212654794;0.247330571748325
2019-04-01;1;0;0.240973322659646
2019-04-02;0.998511842065517;0.0023545723231273;0.212541839783538
2019-04-03;1;0;0.31317460364108
2019-04-04;1;0;1.07886352659715
2019-04-05;1;0;1.42407329813541
2019-04-06;0.98391772430282;0.0153350444531606;1.22005260823791
2019-04-07;0.985687218744796;0.0147742950429071;1.13541351727322
2019-04-08;1;0;1.20458492760815
2019-04-09;1;0;1.29273562477139
2019-04-10;1;1.11022302462516e-16;1.35964207467789
