dates;tmean;tmin;tmax;prec;globrad;vappres;windspeed
2020-05-31;10.6463506944444;5.825;17.41;0;19.6768452;0.908235130431518;0.434371527777778
2020-06-01;14.0442951388889;5.768;22.27;0;27.7596474;0.87886574900224;0.844097222222222
2020-06-02;14.2186805555556;7.05;22.88;0;22.073172;0.942839356642617;0.940888888888889
2020-06-03;12.8489131944444;6.403;21.58;0.2;17.605698;0.850161642839099;0.495152777777778
2020-06-04;9.66024305555556;7.58;11.54;8.2;6.3120516;1.13343861119561;0.333756944444444
2020-06-05;11.1558333333333;6.488;18.03;9;17.3919975;1.08934677617968;1.11528125
2020-06-06;13.6301388888889;9.58;19.13;0;14.5091634;1.21184063911587;0.56284375
2020-06-07;11.1673263888889;10.15;13.71;7.6;4.7906232;1.30013341366078;0.298170138888889
2020-06-08;10.5767361111111;8.12;14.14;18;9.6700962;1.24483800538418;0.39115625
2020-06-09;10.2884722222222;7.84;14.27;22.6;11.4988701;1.21912711255314;0.144930555555556
2020-06-10;9.28537152777778;6.795;12.42;7.8;9.5725377;1.12602930399476;0.312472222222222
2020-06-11;10.2388263888889;6.725;17.01;0.4;19.7216355;1.08255445922533;0.229940972222222
2020-06-12;12.8747465277778;5.012;20.58;0;25.2923199;1.11922945412956;0.729225694444444
2020-06-13;15.9215972222222;8.63;23.87;0;27.9886563;1.23791621376885;0.816878472222222
2020-06-14;14.7123611111111;11.01;22.7;1.8;18.3062931;1.30571095850054;0.531246527777778
2020-06-15;12.8681597222222;11.05;16.9;1.4;8.2185996;1.41471009939032;0.00820833333333333
2020-06-16;13.8462152777778;9.9;20.04;6.4;15.8309187;1.31505861806178;0.251625
2020-06-17;12.9537152777778;10.14;17.86;2;13.8043302;1.35996151438957;0.133038194444444
2020-06-18;12.3207638888889;8.22;19.03;7;15.5994813;1.25952638815051;0.180357638888889
2020-06-19;10.7455208333333;8.31;17.86;3.8;13.3654725;1.16543117733447;0.791760416666667
2020-06-20;14.1984027777778;7.06;20.6;0.4;23.6057841;1.02329878642443;0.868083333333333
2020-06-21;15.8060763888889;9.35;21.11;0;20.0564574;0.761005551042946;2.36715625
2020-06-22;18.8978125;14.42;24.12;0;25.6559043;0.772439930030697;3.024625
2020-06-23;19.0581597222222;11.73;27.76;0;27.7959288;0.98911248738097;0.397291666666667
2020-06-24;16.7771875;11.53;23.58;0.2;25.9863081;1.24907199322154;0.628493055555556
2020-06-25;13.3752430555556;10.34;17.97;5.6;11.1808359;1.36543281630257;0.491635416666667
2020-06-26;13.8580208333333;9.1;19.14;8.8;12.7172235;1.49266436279357;0.0379513888888889
2020-06-27;17.3521180555556;11.8;25.69;1.6;19.7995971;1.61950578987426;0.211663194444444
2020-06-28;17.6708333333333;12.25;25.58;1.2;15.5893395;1.5938245599335;0.368461805555556
2020-06-29;15.9257986111111;12.96;20.04;9.2;11.6229813;1.59966133893922;0.273277777777778
2020-06-30;17.5848263888889;13.24;23.59;0;14.2364814;1.62586072382579;0.342298611111111
2020-07-01;17.6188194444444;14.26;24.84;5.6;15.2635434;1.73942317234162;0.241524305555556
2020-07-02;16.8154861111111;12.08;22.99;6.2;17.0168991;1.61652568574193;0.37440625
2020-07-03;15.1017013888889;11.81;18.67;12;12.1811283;1.49942228200572;0.0368229166666667
2020-07-04;17.1780208333333;11.35;23.95;0;27.8797071;1.44387366891084;0.389822916666667
2020-07-05;18.6469791666667;10.54;27.23;0;28.0623099;1.45324454405588;0.471673611111111
2020-07-06;18.1163888888889;12.65;26.34;6.6;20.827098;1.49328180596936;0.911069444444444
2020-07-07;15.618125;8.91;22;0;27.8099424;0.871067422566431;0.7163125
2020-07-08;16.4692013888889;9.92;24.07;0;26.6408538;1.25018052902752;0.461295138888889
2020-07-09;18.6960763888889;11.14;27.13;0;25.1882628;1.45519648725501;0.387010416666667
2020-07-10;20.0090277777778;12.71;27.84;0;25.0446828;1.56073368646416;0.1333125
2020-07-11;14.0144097222222;9.12;20.9;4.8;6.7526205;1.35636005311305;0.774652777777778
2020-07-12;14.5846909722222;6.966;22.36;0.2;28.6684734;1.11137348516625;0.425479166666667
2020-07-13;15.4721527777778;11.21;21.67;0;25.4807169;1.13443666898188;0.726815972222222
2020-07-14;14.0260763888889;9.95;20.87;6.8;20.1667599;1.27436081251027;0.266961805555556
2020-07-15;12.7770833333333;9.05;20.37;4.2;15.1595814;1.28323836365898;0.429465277777778
2020-07-16;13.0471527777778;8.18;18.07;2.8;14.4713484;1.37121264659458;0.0423020833333333
2020-07-17;15.3111458333333;10.9;21.61;0;23.0706984;1.28357843264496;0.364829861111111
2020-07-18;14.1434722222222;9.05;18.74;0;12.3197355;0.96719076289779;0.762
2020-07-19;15.1492013888889;9.1;21.44;0;16.7754324;1.13880690531979;0.0771319444444444
2020-07-20;17.6615972222222;10.12;26.8;0;22.0302384;1.32190072398426;0.498263888888889
2020-07-21;18.4167013888889;12.87;26.51;1.4;18.3632913;1.47725539726206;0.871333333333333
2020-07-22;16.6927777777778;12.46;23.41;7.8;14.6462694;1.49623338773065;0.486611111111111
2020-07-23;16.0773958333333;9.89;25.35;23.6;19.5105891;1.55272293143031;0.231079861111111
2020-07-24;13.2009027777778;11.28;18.08;20.8;8.7578541;1.4210087031769;0.441006944444444
2020-07-25;15.1633333333333;8.81;21.99;0;15.4592268;1.37013479370675;0.0279131944444444
2020-07-26;15.0340625;10.61;23.67;14.8;15.8022834;1.45114525022094;0.205600694444444
2020-07-27;17.4742361111111;10.73;24.8;0.4;21.1148805;1.5480519345209;0.412458333333333
2020-07-28;20.1161111111111;13;29.48;6;24.8240865;1.66702591927198;0.64571875
2020-07-29;19.5170138888889;11.91;28.16;2.4;23.8999143;1.67477208540976;0.647572916666667
2020-07-30;19.7749305555556;13.88;28.41;7.2;19.6657569;1.92023352426398;0.322545138888889
2020-07-31;21.6340277777778;13.29;31.18;0.8;25.3029312;1.69097228935747;0.626791666666667
2020-08-01;21.9083680555556;14.9;31.64;6.8;24.2621199;1.61730613338047;0.735194444444444
2020-08-02;16.5152083333333;13.62;22.53;6.8;11.6841177;1.74008641903872;0.0247256944444444
2020-08-03;15.1307986111111;12.13;21.23;17;13.9159242;1.5438398252049;0.539795138888889
2020-08-04;12.6349652777778;9.28;15.36;13;8.8449957;1.25911929505109;0.69725
2020-08-05;13.8630555555556;8.6;21.06;0;12.4129815;1.0703098962731;0.0261180555555556
2020-08-06;17.1541319444444;9.58;25.14;0;18.1423146;1.36312929629203;0.113930555555556
2020-08-07;19.2896180555556;13.09;26.38;0;23.9837946;1.38877394774763;0.356902777777778
2020-08-08;19.7979166666667;12.23;27.94;0;23.9982762;1.25992130421056;0.261496527777778
2020-08-09;20.2654513888889;13;29.23;0.2;22.3696434;1.38681190621779;0.405920138888889
2020-08-10;19.6240625;12.9;27.9;0.8;21.4149816;1.59774212881055;1.07630208333333
2020-08-11;18.6768055555556;13.62;28.29;22.8;22.1405271;1.55634326385299;0.481197916666667
2020-08-12;18.0895138888889;11.75;25.69;0.4;18.177321;1.65657482880308;0.244149305555556
2020-08-13;19.0073263888889;13.26;26.46;0.8;16.1200503;1.69074277869918;0.938638888888889
2020-08-14;13.9163888888889;11.61;20.2;4.6;9.4230897;1.49507184753278;0.189440972222222
2020-08-15;16.7073958333333;10.55;24.94;0;16.8188772;1.51131842020393;0.156184027777778
2020-08-16;16.5073263888889;13.26;24.46;19;16.5403398;1.63624476073382;0.606
2020-08-17;14.5214583333333;11.37;23.53;10.6;13.3483221;1.50080389255089;0.338649305555556
2020-08-18;14.6048958333333;10.29;20.77;2;14.2200999;1.40945512159652;0.147375
2020-08-19;15.8458680555556;9.1;23.93;0.2;19.6627311;1.3429027032091;0.354951388888889
2020-08-20;18.5756597222222;11.64;26.93;0;21.7028706;1.56340325843757;0.266708333333333
2020-08-21;19.8638888888889;13.97;28.19;0;22.5277383;1.8022206715248;0.253170138888889
2020-08-22;19.0494097222222;12.5;28.33;3;20.8860255;1.72422736245361;0.64125
2020-08-23;15.4997569444444;11.33;24.26;12.2;14.7149361;1.50267820750432;0.231503472222222
2020-08-24;13.8475694444444;10.04;21.64;3.8;14.8118991;1.39624699668648;0.4876875
2020-08-25;13.8868402777778;7.31;22.07;0.2;20.8019007;1.2291547766283;0.357934027777778
2020-08-26;15.7152777777778;10.27;22.54;0;17.05782;1.43432676975332;0.201993055555556
2020-08-27;17.1678819444444;9.99;24.32;0;19.2604767;1.23340653983217;0.456458333333333
2020-08-28;16.7770833333333;13.69;22.06;14.4;9.9038685;1.53389108608307;0.247072916666667
2020-08-29;15.0778125;12.4;21.31;60.2;9.1193352;1.5599551687177;0.922475694444444
2020-08-30;13.3197222222222;10.23;18.62;44.2;8.3630631;1.40801628039548;0.811920138888889
2020-08-31;10.6217013888889;7.95;15.71;10;8.7152172;1.16674542247346;0.507868055555556
2020-09-01;11.2935763888889;7.66;19.34;4.4;14.8359507;1.16206332897607;0.228548611111111
2020-09-02;10.89875;7.58;16.58;1.2;12.5682672;1.11525783699422;0.448725694444444
2020-09-03;12.5988541666667;7.24;20.48;0.2;20.2473453;1.06904177563934;0.267010416666667
2020-09-04;14.4095138888889;7.26;22.86;0;20.3063886;1.19839624626785;0.155166666666667
2020-09-05;17.0773958333333;10.22;26.31;0;20.7375261;1.42559061198328;0.212045138888889
2020-09-06;15.8053819444444;11.87;21.73;1;12.1695942;1.44989984866504;0.490361111111111
2020-09-07;11.9477777777778;9.97;12.77;10;2.9845182;1.36199225484611;0.319194444444444
2020-09-08;13.9670833333333;8.22;22.06;0.2;19.7158926;1.32900703527754;0.0795
2020-09-09;16.0619444444444;9.18;24.49;0;20.4760626;1.40324599906119;0.386833333333333
2020-09-10;16.4391319444444;11.23;24.08;0.6;16.2319227;1.44849422134691;0.327180555555556
2020-09-11;16.5953819444444;11.4;23.43;0.2;17.7092328;1.51535102780526;0.144881944444444
2020-09-12;17.6241319444444;12.11;25.01;0;17.975367;1.51197509582836;0.181965277777778
2020-09-13;17.7862152777778;12.11;25.47;0;18.6587082;1.48204376879602;0.163847222222222
2020-09-14;17.0105208333333;11.19;25.2;0;18.6568038;1.39341059170541;0.120777777777778
2020-09-15;16.8422569444444;11.21;24.75;0;19.233741;1.24592976797081;0.219722222222222
2020-09-16;14.7060069444444;9.9;23.66;18.6;14.7475221;1.27426547236593;0.700215277777778
2020-09-17;14.6105555555556;8.46;23.27;0.2;15.3288018;1.1820208867942;0.0967847222222222
2020-09-18;15.2761458333333;9.39;23.84;0;17.7264681;1.19897306406233;0.175006944444444
2020-09-19;14.9561111111111;9.58;22.21;0;17.5939458;1.32045015135745;0.3883125
2020-09-20;15.2276388888889;10.69;22.65;0;15.264918;1.39713314945325;0.259680555555556
2020-09-21;13.7052777777778;10.17;21.5;0.6;14.4699972;1.35159869933018;0.521711805555556
2020-09-22;12.5388888888889;10.66;14.99;1.8;6.0098913;1.37965504908846;0.0406354166666667
2020-09-23;12.2805555555556;11;15.4;2.4;7.2626151;1.39124348207471;0.01721875
2020-09-24;12.4818402777778;10.48;17.56;8.4;9.2343342;1.333212890641;0.227295138888889
2020-09-25;8.98155208333333;2.609;14.14;15.2;3.9789606;1.07759814983849;1.68353472222222
2020-09-26;6.31378819444444;2.621;10.17;0;10.4273394;0.537980854574357;1.54888541666667
2020-09-27;4.54210069444444;-0.448;9.27;0;8.6279268;0.633742788414208;0.0516840277777778
2020-09-28;5.17477777777778;2.249;7.92;10.6;5.4345555;0.846850290784958;0.00990972222222222
2020-09-29;7.28817708333333;2.231;15.13;0;14.4146973;0.822071775768292;0.0413194444444444
2020-09-30;8.71923958333333;3.05;17.35;0;15.221448;0.893344341784203;0.0710659722222222
2020-10-01;8.95777430555555;2.97;15.02;6.6;15.3055869;0.956845795508535;0.384663194444444
2020-10-02;8.91631944444445;7.45;12.6;15.8;1.4942775;1.1204909395114;0.251451388888889
2020-10-03;10.7251701388889;5.318;15.71;28.8;1.4004759;1.12127711309704;2.01134027777778
2020-10-04;6.30134722222222;4.14;9.68;12.4;6.9702564;0.923757807536482;0.279552083333333
2020-10-05;6.420625;3.887;11.91;13.2;8.0692848;0.902792517905104;0.317559027777778
2020-10-06;6.81392708333333;2.448;12.14;0;9.2795121;0.867299702645875;0.267274305555556
2020-10-07;8.63642708333333;4.475;14.61;4.2;14.8646388;0.756543325803149;0.930958333333333
2020-10-08;7.89197222222222;2.593;16.09;0;14.4242409;0.688714282993727;0.254635416666667
2020-10-09;8.81776736111111;3.961;16.08;0;12.3886242;0.883697983722245;0.0679756944444444
2020-10-10;9.26890972222222;5.087;16.35;4.2;13.1968923;0.961153869146573;1.09223263888889
2020-10-11;0.928180555555556;-0.645;5.11;41.6;0.7394679;0.639287385245515;0.238097222222222
2020-10-12;3.30603472222222;-0.471;9.28;0.4;14.5641306;0.544018057796116;0.744003472222222
2020-10-13;2.94148263888889;-1.864;9.76;0;14.9663418;0.439558610935681;0.135302083333333
2020-10-14;3.43237847222222;-1.904;11.73;0;14.5586532;0.468116557128628;0.139322916666667
2020-10-15;1.75750347222222;0.898;3.343;15.8;1.6869165;0.638224071668969;0.007
2020-10-16;4.23810069444444;0.326;11.23;0.2;10.3650951;0.741037077911955;0.007
2020-10-17;5.14494444444444;1.733;9.98;0;9.124671;0.743244342843589;0.007
2020-10-18;5.15728819444444;1.08;10.46;0;8.564517;0.708324191206541;0.00700694444444444
2020-10-19;5.33826388888889;2.281;12.15;0;11.6708025;0.677169064728042;0.0100590277777778
2020-10-20;4.69563541666667;-0.411;12.38;0;11.063646;0.658576117816432;0.00710416666666667
2020-10-21;6.30422916666667;1.945;13.84;0;11.9826108;0.755824859918033;0.00713888888888889
2020-10-22;6.64634027777778;2.585;13.4;0;10.2934434;0.82787903901555;0.007
2020-10-23;6.76039583333333;4.22;8.91;2.6;3.4409046;0.932742768130136;0.007
2020-10-24;8.75072222222222;5.386;12.29;2.6;5.1828222;1.05769205461915;0.00852083333333333
2020-10-25;8.33332986111111;4.452;14.69;0;10.9968099;0.887364415119552;0.109246527777778
2020-10-26;7.25260416666667;5.555;10.72;12.6;1.1381661;0.957915542192127;0.289711805555556
2020-10-27;5.34077083333333;3.24;9.39;4.2;6.4537512;0.798021457967243;0.799888888888889
2020-10-28;4.03419097222222;0.252;11.69;0;8.1477009;0.677870675188524;0.0515763888888889
2020-10-29;4.78577777777778;0.975;11.36;0;7.5166965;0.664194054933193;0.00753819444444444
2020-10-30;6.94297222222222;2.277;14.1;0;10.6141347;0.728954029202719;0.0155277777777778
2020-10-31;9.37984375;4.334;17.46;0;10.8486543;0.692285124356048;0.0225590277777778
2020-11-01;7.87077430555556;4.464;12.15;0;5.958276;0.638134849577023;0.0409652777777778
2020-11-02;8.96861458333333;5.512;15.95;0;10.0240764;0.786570669031501;0.0349479166666667
2020-11-03;8.86370138888889;5.245;15.84;0;10.384884;0.926937042418136;0.0320833333333333
2020-11-04;8.73255555555555;6.724;11.18;0;2.5728765;0.944532522587549;0.0290416666666667
2020-11-05;8.86032638888889;4.863;15.44;0;8.5489059;0.898637225283891;0.1534375
2020-11-06;7.66460763888889;3.935;15.14;0;10.1557935;0.8086584212248;0.0481631944444444
2020-11-07;6.51328472222222;2.165;14.49;0;9.9626781;0.69677544540806;0.0335868055555556
2020-11-08;6.19427083333333;1.611;13.64;0;9.4384488;0.627901639616993;0.0183194444444444
2020-11-09;6.12704861111111;2.157;14.13;0;8.9316138;0.509328102709764;0.0103298611111111
2020-11-10;6.25680902777778;2.29;13.99;0;8.3980785;0.542095221996601;0.0146319444444444
2020-11-11;5.55604166666667;1.842;12.12;0;9.2085375;0.558602395963632;0.0182916666666667
2020-11-12;3.24697222222222;-0.383;9.14;0;7.5781521;0.584622891543875;0.0152222222222222
2020-11-13;2.72022222222222;-0.704;9.41;0;9.1152108;0.556738592440481;0.0132604166666667
2020-11-14;3.16817013888889;-0.622;10.67;0;8.7292878;0.580857310199406;0.0107534722222222
2020-11-15;2.947625;-0.85;9.65;0;8.6890608;0.581676512594576;0.0419930555555556
2020-11-16;3.54719097222222;1.425;9.04;2.2;4.9319835;0.670788554597828;0.159215277777778
2020-11-17;3.9640625;0.5;10.6;0;8.4859497;0.46820686931836;0.0070625
2020-11-18;5.15063541666667;0.954;12.21;0;8.2964679;0.54910864645808;0.007
2020-11-19;5.58192708333333;1.826;12.53;0.6;8.2091292;0.620088790791866;0.273697916666667
2020-11-20;3.39405555555556;0.446;6.901;1;8.2924344;0.373361483936417;3.20284375
2020-11-21;-0.897204861111111;-4.935;5.097;0;8.9308056;0.2505543764135;0.402038194444444
2020-11-22;-0.172493055555556;-4.568;6.726;0;8.4830502;0.311996101774366;0.0344791666666667
2020-11-23;1.00856597222222;-1.604;4.671;0;4.1671839;0.418221908957457;0.0218298611111111
2020-11-24;1.54975694444444;-1.857;8.49;0;8.0922606;0.440286932377186;0.01334375
2020-11-25;2.35198611111111;-1.549;9.75;0;8.0263908;0.393950667273984;0.0115833333333333
2020-11-26;1.85874652777778;-0.977;8.05;0;7.6791915;0.390659431482618;0.00754166666666667
2020-11-27;0.740125;-2.23;7.05;0;7.5321948;0.402535576126245;0.00786111111111111
2020-11-28;0.505756944444444;-2.464;7.52;0;7.5113847;0.420162956367166;0.00756944444444444
2020-11-29;0.417295138888889;-2.667;8.05;0;7.3368576;0.428055448155254;0.0114826388888889
2020-11-30;-1.05442013888889;-3.861;4.727;0;7.5553518;0.343621468384029;0.00769097222222222
2020-12-01;-2.43504861111111;-5.136;1.974;0;5.4479754;0.295160737020031;0.00767013888888889
2020-12-02;-2.53828472222222;-3.39;-1.063;5.4;0.4454664;0.38862804982951;0.0146736111111111
2020-12-03;-1.81417361111111;-3.465;0.539;3.4;0.8778999;0.518957101466025;0.00700347222222222
2020-12-04;-1.69242013888889;-2.864;-0.693;15.8;0.8339901;0.532023114403816;0.254746527777778
2020-12-05;0.428277777777778;-0.906;8.68;92.6;0.1229637;0.612225139803687;0.608482638888889
2020-12-06;0.586347222222222;-1.105;7.25;63.2;0.2215212;0.621203962269964;0.444149305555556
2020-12-07;-1.30108680555556;-2.168;-0.617;1;0.3386811;0.550616977900029;0.188413194444444
2020-12-08;-1.99610416666667;-2.923;-1.157;15.2;0.2148045;0.520559091196845;0.00795833333333333
2020-12-09;-0.678666666666667;-1.744;0.508;12.4;2.1863793;0.574094992750316;0.0142465277777778
2020-12-10;-1.58295833333333;-4.003;1.32;0;3.5320626;0.505025008883143;0.161989583333333
2020-12-11;-2.58234375;-5.787;-0.249;0;5.1417783;0.420263741869062;0.375951388888889
2020-12-12;-3.01511805555556;-5.928;1.823;0;7.7773761;0.421244329706522;0.0289409722222222
2020-12-13;-1.67139583333333;-4.351;3.703;0;8.061558;0.478505900553904;0.0253020833333333
2020-12-14;-1.7459375;-4.937;3.176;0;7.8801795;0.455617404375942;0.0594131944444444
2020-12-15;-0.4741875;-2.972;2.065;0;2.9062422;0.54675410001226;0.0166805555555556
2020-12-16;0.701711805555556;-0.529;2.561;0;3.0230073;0.633252961288822;0.007
2020-12-17;-0.389430555555556;-3.18;4.206;0;7.1870487;0.556770936583194;0.0193090277777778
2020-12-18;-0.0992256944444444;-2.533;5.271;0;6.998364;0.515916727065651;0.0222326388888889
2020-12-19;-0.800854166666667;-3.103;3.314;0;5.7487596;0.481920886198369;0.0249548611111111
2020-12-20;-1.05263888888889;-3.306;3.05;0;4.6199934;0.46378298576416;0.007
2020-12-21;0.374166666666667;-1.613;3.616;0;5.2537773;0.525473412690198;0.00700347222222222
2020-12-22;-0.0286423611111111;-1.619;1.62;0;3.5898915;0.565402787798361;0.00700347222222222
2020-12-23;-1.30887152777778;-2.52;0.115;0;1.9885929;0.545905903877823;0.00700694444444444
2020-12-24;-0.644708333333333;-2.42;1.178;0.4;1.7194539;0.573724754110672;0.0758993055555556
2020-12-25;-1.14915625;-3.132;0.847;1.2;1.2482244;0.518922047939431;0.868881944444444
2020-12-26;-4.21821875;-9.01;1.156;0;6.5247231;0.304413982475049;0.143246527777778
2020-12-27;-6.73879861111111;-10.66;-0.12;0;7.6181829;0.194562665006249;0.109614583333333
2020-12-28;-6.77116666666667;-8.53;-3.205;25.8;0.1594704;0.327221684127951;0.0359236111111111
2020-12-29;-4.14213541666667;-6.346;-2.196;2.2;0.8925528;0.434288053515564;0.0511493055555556
2020-12-30;-2.40504861111111;-4.016;1.044;0;3.2573727;0.473596197157354;0.0981527777777778
2020-12-31;-4.68401388888889;-7.84;-0.995;0;6.1361721;0.368256485039349;0.349670138888889
2021-01-01;-4.90644097222222;-7.77;-3.048;4.6;2.4147042;0.379239131684375;0.0399166666666667
2021-01-02;-1.89142361111111;-3.337;-0.984;27.4;0.1894428;0.523146088783186;0.00702777777777778
2021-01-03;-0.985392361111111;-2.646;1.174;2.8;3.3825777;0.55756399385445;0.0132569444444444
2021-01-04;-4.07483680555556;-7.23;0.473;0;5.3071773;0.394656961262114;0.197083333333333
2021-01-05;-3.38163194444444;-5.392;-0.072;2;4.5006588;0.416717472751722;1.4590625
2021-01-06;-3.29855555555556;-5.553;0.14;0.8;2.8256187;0.455155739837795;0.316336805555556
2021-01-07;-6.36729965156794;-9.42;-1.635;0;7.07972798885017;0.311552393827089;1.0368606271777
2021-01-08;-7.79888888888889;-10.8;-1.209;0;9.6331548;0.254560481226627;2.0550243902439
2021-01-09;-9.05599305555556;-12.58;-4.376;0;6.530199;0.223535910439728;1.00074305555556
2021-01-10;-8.51783333333333;-11.38;-3.248;0;3.9992349;0.238296693111042;0.322604166666667
2021-01-11;-8.51747569444444;-11.93;-1.724;0;9.9199095;0.215284749369272;0.0993923611111111
2021-01-12;-6.81586805555556;-10.9;-3.095;0;3.5003874;0.254454522689095;0.0196527777777778
2021-01-13;-1.92780902777778;-7.22;2.336;0;7.553724;0.282559792951164;1.10752430555556
2021-01-14;-2.62882986111111;-5.336;2.044;0;3.5218497;0.346159342653051;0.722163194444444
2021-01-15;-4.90036805555556;-8.31;0.365;0;7.7307282;0.312198100057106;0.00810763888888889
2021-01-16;-7.49864236111111;-10.91;-1.93;0;9.1714851;0.22897473060087;0.00917708333333333
2021-01-17;-8.5075625;-11.66;-4.991;0;3.7733739;0.242586634107549;0.00706944444444444
2021-01-18;-4.50288888888889;-8.75;2.43;0;7.4632944;0.266123449618787;0.711024305555556
2021-01-19;-5.34388888888889;-8.37;-0.291;0;8.4940449;0.235694982337778;0.0310555555555556
2021-01-20;-4.35257638888889;-8.74;1.583;0;9.2708634;0.296746581000709;0.00701736111111111
2021-01-21;-1.68821180555556;-4.301;0.681;0.2;1.897485;0.466044356983835;0.0107395833333333
2021-01-22;-0.423902777777778;-1.238;2.024;32.6;2.4570909;0.585857637829622;0.00700347222222222
2021-01-23;-1.23569444444444;-2.987;-0.589;20.6;0.3615321;0.552225759471916;0.848850694444444
2021-01-24;-4.99181944444444;-9.65;-0.29;0;1.4579646;0.357649891202285;0.654236111111111
2021-01-25;-6.95552777777778;-10.52;-3.474;0;1.524507;0.278950154111168;0.184284722222222
2021-01-26;-4.29429861111111;-8.78;-0.971;0;8.2175667;0.234327288603635;2.72012152777778
2021-01-27;-5.55471875;-8.82;-2.557;0;4.7549403;0.256150904995212;0.734621527777778
2021-01-28;-5.54807986111111;-8.53;-1.377;0;5.1020838;0.311690927062452;0.0433784722222222
2021-01-29;-3.07978819444444;-6.456;2.021;0;6.1699515;0.408006868241915;0.0653715277777778
2021-01-30;0.269180555555556;-2.677;5.706;0.6;9.0109551;0.46512112185466;0.350895833333333
2021-01-31;0.143208333333333;-1.569;3.442;3;3.9922491;0.596075687454691;0.00700347222222222
2021-02-01;0.0931493055555555;-2.167;4.681;0;8.0518038;0.547976189749861;0.00700347222222222
2021-02-02;-0.696875;-4.008;4.014;0;8.2143723;0.523885740054324;0.353399935560215
2021-02-03;-0.944489583333333;-2.551;1.244;0;3.418443;0.521405453754768;0.363725212241247
2021-02-04;1.62146180555556;-1.38;7.8;0;8.3564544;0.580983316989596;0.37405048892228
2021-02-05;1.39183680555556;-0.987;4.753;0;4.0693077;0.565121226529217;0.384375765603312
2021-02-06;1.78240625;-0.026;4.242;0;3.9470775;0.603528311643765;0.394701042284344
2021-02-07;0.451670138888889;-0.192;2.156;18.6;1.0980918;0.616635288548518;0.405026318965376
2021-02-08;0.175475694444444;-1.007;2.127;7.8;4.6987137;0.611158441638337;0.415351595646408
2021-02-09;0.323027777777778;-2.378;4.842;0;7.4675973;0.547473830676169;0.42567687232744
2021-02-10;-0.279774305555556;-1.151;0.775;6.2;1.8516072;0.58971792923096;0.436002149008472
2021-02-11;-2.01376388888889;-8.25;1.217;0;11.9000313;0.307421935406607;1.25394097222222
2021-02-12;-7.37668402777778;-12.11;-0.918;0;11.9475258;0.223708167848824;0.298913194444444
2021-02-13;-8.32302083333333;-13.03;-2.64;0;13.0422543;0.172051841809705;0.324319444444444
2021-02-14;-8.35494791666667;-14.04;-0.148;0;13.4298624;0.123233314595107;0.685826388888889
2021-02-15;-6.97539930555556;-13.52;1.269;0;12.3099204;0.15462282895968;0.121753472222222
2021-02-16;-2.96026736111111;-7.89;3.432;0;10.2889503;0.290160313398936;0.0233888888888889
2021-02-17;0.427222222222222;-4.786;9.27;0;12.8117658;0.394025549160044;0.0904479166666667
2021-02-18;0.534197916666667;-3.376;7.04;0;12.1445298;0.380856695572753;0.109142361111111
2021-02-19;0.357173611111111;-4.033;7.25;0;12.2519562;0.480705617295213;0.0523194444444444
2021-02-20;1.40085763888889;-2.987;8.85;0;12.7610169;0.501063259086177;0.0744965277777778
2021-02-21;0.581243055555556;-2.591;6.65;0;12.0201768;0.523051215853591;0.164184027777778
2021-02-22;2.02551736111111;-2.352;10.02;0;12.7291755;0.526996019916913;0.329888888888889
2021-02-23;5.56807291666667;-0.292;16.24;0;13.3699221;0.445883221456656;0.326194444444444
2021-02-24;6.2869375;1.122;16.73;0;13.323147;0.40631084485809;0.389041666666667
2021-02-25;6.04366319444444;0.298;15.55;0;14.3223636;0.430025577091812;0.384163194444444
2021-02-26;6.12790972222222;0.724;15.51;0;14.4975879;0.427497527932494;0.22053125
2021-02-27;5.71795486111111;0.175;13.61;0;11.825094;0.432220103859644;0.265486111111111
2021-02-28;2.21121875;-3.292;11.49;0;15.1085571;0.312423002520991;0.178295138888889
2021-03-01;3.27620833333333;-3.062;13.06;0;15.2998338;0.305816298206973;0.185163194444444
2021-03-02;3.73658333333333;-2.189;13;0;15.4521963;0.38005614215965;0.215326388888889
2021-03-03;4.05526041666667;-1.707;12.8;0;13.1654964;0.399946220039943;0.151572916666667
2021-03-04;2.91560416666667;-1.075;9.9;0;11.2256463;0.467694272793113;0.103201388888889
2021-03-05;3.22209375;-1.938;9.83;0;13.1664336;0.517715783627063;0.401944444444444
2021-03-06;0.713038194444444;-3.244;6.865;0;16.4000505;0.358127092927746;0.391131944444444
2021-03-07;-0.0689201388888889;-6.695;8.6;0;16.6820439;0.363188138891117;0.4041875
2021-03-08;1.40550347222222;-4.203;10.02;0;14.6210958;0.383513130103504;0.439572916666667
2021-03-09;1.11102777777778;-2.46;7.89;3.6;13.1501961;0.456968098064199;0.41403125
2021-03-10;-0.212652777777778;-5.398;5.89;0.2;14.780232;0.38817439067801;0.6884375
2021-03-11;-0.398517361111111;-3.8;4.166;0;7.7229075;0.404847473963405;0.167597222222222
2021-03-12;2.07415277777778;-3.114;9.18;0;14.0702046;0.523242545605849;0.394614583333333
2021-03-13;2.59089583333333;-2.946;9.34;0;16.7771886;0.444652553320045;0.577225694444444
2021-03-14;0.273145833333333;-2.899;2.4;1.4;4.7688849;0.415511721420167;1.13785763888889
2021-03-15;0.983184027777778;-4.239;5.72;0;14.8364259;0.281763440387626;1.43135069444444
2021-03-16;1.01276041666667;-0.567;4.037;0;16.2652323;0.216969135581516;3.06185416666667
